customer_id,gender,tenure_month,contract_type,internet_service,monthly_charges,total_charges,usage_gb,support_tickets,late_payments,churn
CUST00678,Female,2,Two year,No,59.83,20.0,200.3,0,0,No
CUST00679,Female,63,Month-to-month,DSL,83.95,5203.39,83.8,0,0,No
CUST00680,Female,29,Two year,DSL,78.88,2321.3,37.5,2,2,No
CUST00681,Female,66,Month-to-month,Fiber optic,112.46,7155.36,87.5,1,2,Yes
CUST00682,Male,51,One year,DSL,66.43,3435.7,76.3,5,2,Yes
CUST00683,Male,10,Month-to-month,DSL,86.77,620.7,91.7,2,0,Yes
CUST00684,Female,14,Month-to-month,Fiber optic,96.19,1437.41,95.9,2,1,Yes
CUST00685,Male,51,Month-to-month,Fiber optic,112.26,5595.86,76.4,0,0,Yes
CUST00686,Female,39,One year,No,66.09,2426.78,190.0,2,0,No
CUST00687,Female,28,Month-to-month,Fiber optic,63.79,1829.77,80.9,3,0,Yes
CUST00688,Male,3,One year,Fiber optic,53.58,287.78,40.7,3,1,No
CUST00689,Male,70,Month-to-month,Fiber optic,129.43,9120.3,203.4,2,0,No
CUST00690,Female,27,Month-to-month,Fiber optic,109.84,2998.9,53.3,1,1,Yes
CUST00691,Female,2,Month-to-month,DSL,77.03,189.55,64.6,1,0,Yes
CUST00692,Female,38,One year,DSL,122.42,4713.13,127.3,1,0,No
CUST00693,Male,3,Month-to-month,DSL,75.66,298.67,62.8,1,1,Yes
CUST00694,Female,16,One year,Fiber optic,94.66,1451.48,57.6,1,1,No
CUST00695,Female,40,Two year,Fiber optic,78.23,3233.92,135.4,2,0,No
CUST00696,Female,2,One year,DSL,87.15,46.59,115.0,5,0,Yes
CUST00697,Male,41,Month-to-month,Fiber optic,84.71,3647.73,168.5,1,0,No
CUST00698,Female,12,Month-to-month,Fiber optic,68.23,943.95,92.4,1,1,No
CUST00699,Female,35,Two year,DSL,103.13,3958.49,19.2,2,1,No
CUST00700,Male,65,Month-to-month,Fiber optic,94.47,6222.77,18.5,1,1,Yes
